WKT,nama,deskripsi
"POLYGON ((106.7244612 -6.0863581, 106.6791426 -6.0979652, 106.6860091 -6.1751115, 106.7230879 -6.2024173, 106.7107283 -6.2304042, 106.7430006 -6.2440558, 106.7471205 -6.2795483, 106.7738997 -6.3204983, 106.8020522 -6.3232281, 106.7793929 -6.3641746, 106.8047987 -6.3744107, 106.8459975 -6.3505262, 106.8899428 -6.3757755, 106.926335 -6.361445, 106.9283949 -6.2986587, 106.9112288 -6.2658976, 106.9551741 -6.2542943, 106.9524275 -6.2249434, 106.9778334 -6.2003694, 106.9764601 -6.0952341, 106.9428145 -6.0904547, 106.8988692 -6.092503, 106.8611037 -6.0993307, 106.8370711 -6.1136684, 106.8096053 -6.1054755, 106.8013655 -6.0856753, 106.7828261 -6.0884064, 106.7725264 -6.0965996, 106.7574202 -6.0945513, 106.7581069 -6.0733852, 106.7381941 -6.0733852, 106.7244612 -6.0863581))",kota jakarta,
